,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50138,Antonio Machado,01-Soledades (1899-1907),Canciones,Abril florecía,,,"Abril florecía
frente a mi ventana.
Entre los jazmines
y las rosas blancas
de un balcón florido,
vi las dos hermanas.
La menor cosía,
la mayor hilaba ...
Entre los jazmines
y las rosas blancas,
la más pequeñita,
risueña y rosada
—su aguja en el aire—,
miró a mi ventana.

La mayor seguía
silenciosa y pálida,
el huso en su rueca
que el lino enroscaba.
Abril florecía
frente a mi ventana.

Una clara tarde
la mayor lloraba,
entre los jazmines
y las rosas blancas,
y ante el blanco lino
que en su rueca hilaba.
?¿Qué tienes ?le dije?
silenciosa pálida?
Señaló el vestido
que empezó la hermana.
En la negra túnica
la aguja brillaba;
sobre el velo blanco,
el dedal de plata.
Señaló a la tarde
de abril que soñaba,
mientras que se oía
tañer de campanas.
Y en la clara tarde
me enseñó sus lágrimas...
Abril florecía
frente a mi ventana.

Fue otro abril alegre
y otra tarde plácida.
El balcón florido
solitario estaba...
Ni la pequeñita
risueña y rosada,
ni la hermana triste,
silenciosa y pálida,
ni la negra túnica,
ni la toca blanca...
Tan sólo en el huso
el lino giraba
por mano invisible,
y en la oscura sala
la luna del limpio
espejo brillaba...
Entre los jazmines
y las rosas blancas
del balcón florido,
me miré en la clara
luna del espejo
que lejos soñaba...
Abril florecía
frente a mi ventana.",XXXVIII,38,,,,,,,,,
50139,Antonio Machado,01-Soledades (1899-1907),Canciones,(Coplas elegiacas),,,"¡Ay del que llega sediento 
a ver el agua correr, 
y dice: La sed que siento 
no me la calma el beber! 

¡Ay de quien bebe y, saciada 
la sed, desprecia la vida: 
moneda al tahúr prestada, 
que sea al azar rendida! 

Del iluso que suspira 
bajo el orden soberano, 
y del que sueña la lira 
pitagórica en su mano. 

¡Ay del noble peregrino 
que se para a meditar, 
después de largo camino, 
en el horror de llegar! 

¡Ay de la melancolía 
que llorando se consuela, 
y de la melomanía 
de un corazón de zarzuela! 

¡Ay de nuestro ruiseñor, 
si en una noche serena 
se cura del mal de amor 
que llora y canta sin pena! 

¡De los jardines secretos, 
de los pensiles soñados, 
y de los sueños poblados 
de propósitos discretos! 

¡Ay del galán sin fortuna 
que ronda a la luna bella, 
de cuantos caen de la luna, 
de cuantos se marchan a ella! 

¡De quien el fruto prendido 
en la rama no alcanzó, 
de quien el fruto ha mordido 
y el gusto amargo probó! 

¡Y de nuestro amor primero
y de su fe mal pagada, 
y, también, del verdadero 
amante de nuestra amada!",XXXIX,39,,,,,,,,,
50140,Antonio Machado,01-Soledades (1899-1907),Canciones,(Inventario galante),,,"Tus ojos me recuerdan 
las noches de verano, 
negras noches sin luna, 
orilla al mar salado, 
y el chispear de estrellas 
del cielo negro y bajo. 
Tus ojos me recuerdan 
las noches de verano. 
Y tu morena carne, 
los trigos requemados, 
y el suspirar de fuego 
de los maduros campos. 

Tu hermana es clara y débil 
como los juncos lánguidos, 
como los sauces tristes, 
como los linos glaucos. 
Tu hermana es un lucero 
en el azul lejano... 
Y es alba y aura fría 
sobre los pobres álamos 
que en las orillas tiemblan 
del río humilde y manso. 
Tu hermana es un lucero 
en el azul lejano. 

De tu morena gracia, 
de tu soñar gitano, 
de tu mirar de sombra 
quiero llenar mi vaso. 
Me embriagaré una noche 
de cielo negro y bajo, 
para cantar contigo, 
orilla al mar salado, 
una canción que deje 
cenizas en los labios... 
De tu mirar de sombra 
quiero llenar mi vaso. 

Para tu linda hermana
arrancaré los ramos 
de florecillas nuevas 
a los almendros blancos, 
en un tranquilo y triste 
alborear de marzo. 
Los regaré con agua 
de los arroyos claros, 
los ataré con verdes 
junquillos del remanso... 
Para tu linda hermana 
yo haré un ramito blanco.",XL,40,,,,,,,,,
50141,Antonio Machado,01-Soledades (1899-1907),Canciones,Me dijo una tarde,,,"Me dijo una tarde 
de la primavera: 
Si buscas caminos 
en flor en la tierra, 
mata tus palabras 
y oye tu alma vieja. 
Que el mismo albo lino 
que te vista, sea 
tu traje de duelo, 
tu traje de fiesta. 
Ama tu alegría 
y ama tu tristeza, 
si buscas caminos 
en flor en la tierra. 
Respondí a la tarde 
de la primavera: 
Tú has dicho el secreto 
que en mi alma reza: 
yo odio la alegría 
por odio a la pena. 
Mas antes que pise 
tu florida senda, 
quisiera traerte 
muerta mi alma vieja.",XLI,41,,,,,,,,,
50142,Antonio Machado,01-Soledades (1899-1907),Canciones,La vida hoy tiene ritmo,,,"La vida hoy tiene ritmo 
de ondas que pasan, 
de olitas temblorosas 
que fluyen y se alcanzan. 

La vida hoy tiene el ritmo de los ríos, 
la risa de las aguas 
que entre los verdes junquerales corren, 
y entre las verdes cañas. 

Sueño florido lleva el manso viento; 
bulle la savia joven en las nuevas ramas; 
tiemblan alas y frondas, 
y la mirada sagital del águila 
no encuentra presa..., treme el campo en sueños, 
vibra el sol como un arpa. 

¡Fugitiva ilusión de ojos guerreros, 
que por las selvas pasas 
a la hora del cenit: tiemble en mi pecho 
el oro de tu aljaba! 

En tus labios florece la alegría 
de los campos en flor; tu veste alada 
aroman las primeras velloritas, 
las violetas perfuman tus sandalias. 

Yo he seguido tus pasos en el viejo bosque, 
arrebatados tras la corza rápida, 
y los ágiles músculos rosados 
de tus piernas silvestres entre verdes ramas. 

¡Pasajera ilusión de ojos guerreros 
que por las selvas pasas 
cuando la tierra reverdece y ríen 
los ríos en las cañas! 

¡Tiemble en mi pecho el oro 
que llevas en tu aljaba!",XLII,42,,,,,,,,,
50143,Antonio Machado,01-Soledades (1899-1907),Canciones,Era una mañana y abril sonreía,,,"Era una mañana y abril sonreía. 
Frente al horizonte dorado moría 
la luna, muy blanca y opaca; tras ella, 
cual tenue ligera quimera, corría 
la nube que apenas enturbia una estrella. 
........................................ 

Como sonreía la rosa mañana, 
al sol del oriente abrí mi ventana; 
y en mi triste alcoba penetró el oriente 
en canto de alondras, en risa de fuente 
y en suave perfume de flora temprana. 

Fue una clara tarde de melancolía. 
Abril sonreía. Yo abrí las ventanas 
de mi casa al viento... El viento traía 
perfumes de rosas, doblar de campanas... 

Doblar de campanas lejanas, llorosas, 
suave de rosas aromado aliento... 
...¿Dónde están los huertos floridos de rosas? 
¿Qué dicen las dulces campanas al viento? 
...................................... 

Pregunté a la tarde de abril que moría: 
¿Al fin la alegría se acerca a mi casa? 
La tarde de abril sonrió: —La alegría 
pasó por tu puerta —y luego, sombría: 
Pasó por tu puerta. Dos veces no pasa.",XLIII,43,,,,,,,,,
50144,Antonio Machado,01-Soledades (1899-1907),Canciones,El casco roído y verdoso,,,"El casco roído y verdoso 
del viejo falucho 
reposa en la arena... 
La vela tronchada parece 
que aún sueña en el sol y en el mar. 

El mar hierve y canta... 
El mar es un sueño sonoro 
bajo el sol de abril. 
El mar hierve y ríe 
con olas azules y espumas de leche y de plata, 
el mar hierve y ríe 
bajo el cielo azul. 
El mar lactescente, 
el mar rutilante, 
que ríe en sus liras de plata sus risas azules... 
¡Hierve y ríe el mar!... 

El aire parece que duerme encantado 
en la fúlgida niebla de sol blanquecino. 
La gaviota palpita en el aire dormido, y al lento 
volar soñoliento, se aleja y se pierde en la bruma del sol.",XLIV,44,,,,,,,,,
50145,Antonio Machado,01-Soledades (1899-1907),Canciones,El sueño bajo el sol que aturde y ciega,,,"El sueño bajo el sol que aturde y ciega, 
tórrido sueño en la hora de arrebol; 
el río luminoso el aire surca; 
esplende la montaña; 
la tarde es polvo y sol. 

El terrible caracol del viento 
ronco dormita en el remoto alcor; 
emerge el sueño ingrave en la palmera, 
luego se enciende en el naranjo en flor. 

La estúpida cigüeña 
su garabato escribe en el sopor 
del molino parado; el toro abate 
sobre la hierba la testuz feroz. 

La verde, quieta espuma del ramaje 
efunde sobre el blanco paredón, 
lejano, inerte, del jardín sombrío, 
dormido bajo el cielo fanfarrón. 
............................... 

Lejos, enfrente de la tarde roja, 
refulge el ventanal del torreón. 
................................",XLV,45,,,,,,,,,
50146,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(La noria),,,"La tarde caía 
triste y polvorienta. 

El agua cantaba 
su copla plebeya 
en los cangilones 
de la noria lenta. 

Soñaba la muía 
¡pobre muía vieja!
al compás de la sombra 
que en el agua suena. 

La tarde caía 
triste y polvorienta. 

Yo no sé qué noble, 
divino poeta, 
unió a la amargura 
de la eterna rueda 

la dulce armonía 
del agua que sueña, 
y vendó tus ojos, 
¡pobre muía vieja!... 

Mas sé que fue un noble, 
divino poeta, 
corazón maduro 
de sombra y de ciencia.",XLVI,46,,,,,,,,,
50147,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(El cadalso),,,"La aurora asomaba 
lejana y siniestra. 

El lienzo de Oriente 
sangraba tragedias, 
pintarrajeadas 
con nubes grotescas. 
................... 

En la vieja plaza 
de una vieja aldea, 
erguía su horrible 
pavura esquelética 
el tosco patíbulo 
de fresca madera... 

La aurora asomaba 
lejana y siniestra.",XLVII,47,,,,,,,,,
50148,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Las moscas),,,"Vosotras, las familiares, 
inevitables golosas,
vosotras, moscas vulgares, 
me evocáis todas las cosas. 

¡Oh viejas moscas voraces 
como abejas en abril, 
viejas moscas pertinaces 
sobre mi calva infantil! 

¡Moscas del primer hastío 
en el salón familiar, 
las claras tardes de estío 
en que yo empecé a soñar! 

Y en la aborrecida escuela, 
raudas moscas divertidas, 
perseguidas 
por amor de lo que vuela 

—que todo es volar—, sonoras, 
rebotando en los cristales 
en los días otoñales... 
Moscas de todas las horas, 

de infancia y adolescencia, 
de mi juventud dorada; 
de esta segunda inocencia, 
que da en no creer en nada, 

de siempre... Moscas vulgares, 
que de puro familiares 
no tendréis digno cantor: 
yo sé que os habéis posado 

sobre el juguete encantado, 
sobre el libróte cerrado, 
sobre la carta de amor, 
sobre los párpados yertos 
de los muertos. 

Inevitables golosas, 
que ni labráis como abejas 
ni brilláis cual mariposas; 
pequeñitas, revoltosas,
vosotras, amigas viejas, 
me evocáis todas las cosas.",XLVIII,48,,,,,,,,,
50149,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Elegía de un madrigal),1,,"Recuerdo que una tarde de soledad y hastío 
¡oh tarde como tantas! , el alma mía era, 
bajo el azul monótono, un ancho y terso río 
que ni tenía un pobre juncal en su ribera. 

¡Oh mundo sin encanto, sentimental inopia 
que borra el misterioso azogue del cristal! 
¡Oh el alma sin amores que el Universo copia 
con un irremediable bostezo universal! ",XLIX,49,,,,,,,,,
50150,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Elegía de un madrigal),2,,"Quiso el poeta recordar a solas, 
las ondas bien amadas, la luz de los cabellos 
que él llamaba en sus rimas rubias olas. 
Leyó... La letra mata: no se acordaba de ellos... 

Y un día—como tantos— al aspirar un día 
aromas de una rosa que en el rosal se abría, 
brotó como una llama la luz de los cabellos 
que él en sus madrigales llamaba rubias olas, 
brotó, porque una aroma igual tuvieron ellos... 
Y se alejó en silencio para llorar a solas.",XLIX,49,,,,,,,,,
50151,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Acaso ...),,,"Como atento no más a mi quimera- 
no reparaba en torno mío, un día 
me sorprendió la fértil primavera 
que en todo el ancho campo sonreía. 

Brotaban verdes hojas 
de las hinchadas yemas del ramaje, 
y flores amarillas, blancas, rojas, 
alegraban la mancha del paisaje. 

Y era una lluvia de saetas de oro 
el sol sobre las frondas juveniles; 
del amplio río en el caudal sonoro 
se miraban los álamos gentiles. 

Tras de tanto camino es la primera 
vez que miro brotar la primavera, 
dije, y después, declamatoriamente: 

—¡Cuán tarde ya para la dicha mía!— 
Y luego, al caminar, como quien siente 
alas de otra ilusión: —Y todavía 
¡yo alcanzaré mi juventud un día!",L,50,,,,,,,,,
50152,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Jardín),,,"Lejos de tu jardín quema la tarde 
inciensos de oro en purpurinas llamas, 
tras el bosque de cobre y de ceniza. 
En tu jardín hay dalias. 
¡Mal haya tu jardín! ... Hoy me parece 
la obra de un peluquero, 
con esa pobre palmerilla enana, 
y ese cuadro de mirtos recortados..., 
y el naranjito en su tonel... El agua 
de la fuente de piedra 
no cesa de reír sobre la concha blanca.",LI,51,,,,,,,,,
50153,Antonio Machado,01-Soledades (1899-1907),"Humorismos, fantasías, apuntes / Los grandes inventos",(Fantasía de una noche de abril),,,"¿Sevilla?... ¿Granada?... La noche de luna. 
Angosta la calle, revuelta y moruna, 
de blancas paredes y oscuras ventanas. 
Cerrados postigos, corridas persianas... 
El cielo vestía su gasa de abril. 

Un vino risueño me dijo el camino. 
Yo escucho los áureos consejos del vino, 
que el vino es a veces escala de ensueño. 
Abril y la noche y el vino risueño 
cantaron en coro su salmo de amor. 

La calle copiaba, con sombra en el muro, 
el paso fantasma y el sueño maduro 
de apuesto embozado, galán caballero: 
espada tendida, calado sombrero... 
La luna vertía su blanco soñar. 

Como un laberinto mi sueño torcía 
de calle en calleja. Mi sombra seguía 
de aquel laberinto la sierpe encantada, 
en pos de una oculta plazuela cerrada. 
La luna lloraba su dulce blancor. 

La casa y la clara ventana florida, 
de blancos jazmines y nardos prendida, 
más blancos que el blanco soñar de la luna... 
—Señora, la hora, tal vez importuna... 
¿Que espere? (La dueña se lleva el candil.) 

Ya sé que sería quimera, señora, 
mi sombra galante buscando a la aurora 
en noches de estrellas y luna, si fuera 
mentira la blanca nocturna quimera 
que usurpa a la luna su trono de luz. 

¡Oh dulce señora, más cándida y bella 
que la solitaria matutina estrella 
tan clara en el cielo! ¿Por qué silenciosa 
oís mi nocturna querella amorosa? 
¿Quién hizo, señora, cristal vuestra voz?... 

La blanca quimera parece que sueña. 
Acecha en la oscura estancia la dueña.
—Señora, si acaso otra sombra emboscada 
teméis, en la sombra, fiad en mi espada... 
Mi espada se ha visto a la luna brillar. 

¿Acaso os parece mi gesto anacrónico? 
El vuestro es, señora, sobrado lacónico. 
¿Acaso os asombra mi sombra embozada, 
de espada tendida y toca plumada?... 
¿Seréis la cautiva del moro Gazul?... 

Dijéraislo, y pronto mi amor os diría 
el son de mi guzla y la algarabía 
más dulce que oyera ventana moruna. 
Mi guzla os dijera la noche de luna, 
la noche de cándida luna de abril. 

Dijera la clara cantiga de plata 
del patio moruno, y la serenata 
que lleva el aroma de floridas preces 
a los miradores y a los ajimeces, 
los salmos de un blanco fantasma lunar. 

Dijera las danzas de trenzas lascivas, 
las muelles cadencias de ensueños, las vivas 
centellas de lánguidos rostros velados, 
los tibios perfumes, los huertos cerrados; 
dijera el aroma letal del harén. 

Yo guardo, señora, en mi viejo salterio 
también una copla de blanco misterio, 
la copla más suave, más dulce y más sabia 
que evoca las claras estrellas de Arabia 
y aromas de un moro jardín andaluz. 

Silencio... En la noche la paz de la luna 
alumbra la blanca ventana moruna. 
Silencio... Es el musgo que brota, y la hiedra 
que lenta desgarra la tapia de piedra... 
El llanto que vierte la luna de abril. 

—Si sois una sombra de la primavera 
blanca entre jazmines, o antigua quimera 
soñada en las trovas de dulces cantores, 
yo soy una sombra de viejos cantares, 
y el signo de un álgebra vieja de amores. 

Los gayos, lascivos decires mejores, 
los árabes albos nocturnos soñares,
las coplas mundanas, los salmos talares, 
poned en mis labios; 
yo soy una sombra también del amor. 

Ya muerta la luna, mi sueño volvía 
por la retorcida, moruna calleja. 
El sol en Oriente reía 
su risa más vieja.",LII,52,,,,,,,,,
